host_identity_verified,bedrooms,neighbourhood_cleansed,calculated_host_listings_count_shared_rooms,host_total_listings_count,neighbourhood_group_cleansed,has_availability,calculated_host_listings_count_private_rooms,calculated_host_listings_count_entire_homes,maximum_nights_avg_ntm,maximum_nights,accommodates,host_is_superhost,availability_365,minimum_nights_avg_ntm,price,instant_bookable,bathrooms
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,329,3.0,216.0,f,1.0
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,337,3.0,283.0,f,1.0
f,1.0,Long Island City,0,1.0,Queens,t,1,0,1125.0,1125,1,f,0,30.0,35.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,2,0,1125.0,1125,2,f,0,30.0,39.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,190.0,f,1.0
f,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,2,0,1125.0,1125,1,f,330,30.0,39.0,f,1.0
f,2.0,Little Italy,0,1.0,Manhattan,t,0,1,1125.0,1125,6,f,0,30.0,249.0,f,1.0
t,,West Village,0,1.0,Manhattan,f,0,1,1125.0,1125,3,f,0,30.0,125.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,37.0,f,1.0
f,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,42.0,f,1.0
f,1.0,Greenpoint,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,4.0,114.0,f,1.0
t,,Nolita,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,179.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,f,0,1,1125.0,1125,2,f,0,30.0,90.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,3,f,0,30.0,130.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,347,30.0,179.0,f,1.0
t,1.0,Boerum Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,5,f,0,30.0,168.0,f,1.0
f,1.0,Flatbush,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,30.0,128.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,2.0,Brooklyn,f,2,0,1125.0,1125,2,f,0,30.0,64.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,2.0,Brooklyn,f,2,0,1125.0,1125,1,f,0,30.0,60.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,199.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,730.0,730,1,f,358,180.0,95.0,f,1.0
t,,Upper West Side,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,125.0,f,1.0
t,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,45.0,f,1.0
t,,Upper East Side,0,1.0,Manhattan,t,0,1,200.0,200,1,f,0,30.0,119.0,f,1.0
t,1.0,Greenpoint,0,1.0,Brooklyn,t,1,0,30.0,30,2,f,0,2.0,85.0,f,1.0
t,2.0,Crown Heights,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,29,4.0,155.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,41.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,200.0,f,1.0
f,1.0,West Village,0,1.0,Manhattan,t,1,0,190.0,190,1,f,0,30.0,85.0,f,1.0
t,3.0,Upper West Side,0,2.0,Manhattan,t,0,1,1125.0,1125,6,f,0,30.0,350.0,f,2.0
t,2.0,Jamaica,0,1.0,Queens,t,0,1,1125.0,28,6,f,334,3.4,196.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,6.0,Brooklyn,t,0,6,1125.0,28,6,t,185,1.0,513.0,f,1.0
f,1.0,Gramercy,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,140.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,58.0,f,1.0
t,1.0,Morningside Heights,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,100.0,f,1.0
t,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,102.0,f,1.0
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,240,3.0,272.0,f,1.0
f,1.0,Harlem,0,3.0,Manhattan,t,3,0,1125.0,1125,2,t,312,4.0,110.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,5,f,0,30.0,90.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,61.0,f,1.5
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,65.0,f,1.0
t,2.0,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,7,4,f,1,3.0,182.0,f,1.0
t,1.0,Midtown,0,3.0,Manhattan,t,2,0,28.0,28,2,f,334,1.0,587.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,1.0,61.0,f,1.0
t,1.0,West Village,0,9.0,Manhattan,t,0,10,90.0,90,3,t,275,30.0,166.0,f,1.0
t,1.0,East Village,0,9.0,Manhattan,t,0,10,365.0,365,3,t,312,30.0,120.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,145.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,2,0,1000.0,1000,2,f,0,30.0,45.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,2,0,120.0,120,1,f,0,30.0,69.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,65.0,f,1.0
t,1.0,Roosevelt Island,0,2.0,Manhattan,t,2,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
f,1.0,Jackson Heights,0,1.0,Queens,t,0,1,1125.0,1125,2,f,0,30.0,139.0,f,1.0
t,4.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,0,2,98.9,100,8,t,29,2.7,663.0,f,2.5
t,1.0,Midwood,0,1.0,Brooklyn,f,1,0,1125.0,1125,1,f,0,30.0,30.0,f,1.0
t,3.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,7,t,94,30.0,330.0,f,2.0
f,1.0,Washington Heights,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,75.0,f,1.0
t,1.0,Crown Heights,1,1.0,Brooklyn,f,0,0,1125.0,1125,1,f,0,30.0,35.0,f,1.5
f,1.0,East Village,0,3.0,Manhattan,t,3,0,1125.0,1125,2,f,0,30.0,100.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,55.0,f,1.0
f,1.0,SoHo,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,185.0,f,1.0
t,3.0,East Flatbush,0,8.0,Brooklyn,t,0,4,1125.0,210,12,f,293,30.0,133.0,f,2.0
t,1.0,Lower East Side,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,125.0,f,1.0
t,,Kips Bay,0,1.0,Manhattan,f,0,1,1125.0,1125,3,f,0,30.0,102.0,f,1.0
t,3.0,Kips Bay,0,2.0,Manhattan,t,1,1,1125.0,1125,6,f,0,30.0,449.0,f,1.5
t,,Midtown,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,200.0,f,1.0
t,1.0,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,95.0,f,1.0
t,1.0,Boerum Hill,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,40.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,40.0,t,1.0
t,,Greenpoint,0,1.0,Brooklyn,f,0,1,1125.0,1125,3,f,0,30.0,250.0,f,1.0
f,1.0,Nolita,0,10.0,Manhattan,t,1,0,30.0,30,1,f,0,30.0,69.0,t,1.0
t,1.0,Lower East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,150.0,f,1.0
t,2.0,Midtown,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,88,30.0,500.0,f,2.5
t,2.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,30,8,f,63,2.0,300.0,t,2.0
f,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,28,6,t,303,2.0,237.0,f,1.5
f,1.0,East Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,55.0,f,1.5
t,2.0,Williamsburg,0,2.0,Brooklyn,t,0,1,80.0,80,7,f,17,4.0,300.0,f,2.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,165.0,f,1.0
t,1.0,Lower East Side,1,1.0,Manhattan,f,0,0,1125.0,1125,2,f,0,30.0,150.0,f,1.0
f,1.0,Chinatown,0,1.0,Manhattan,f,1,0,31.0,31,2,f,0,30.0,99.0,f,1.0
t,1.0,East Village,0,2.0,Manhattan,f,2,0,1125.0,1125,2,f,0,30.0,85.0,f,1.0
t,1.0,Harlem,0,5.0,Manhattan,f,1,0,1125.0,1125,4,f,0,30.0,189.0,f,
t,1.0,East Village,2,3.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,100.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,29,2,f,171,7.0,70.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,125.0,f,1.0
t,,Upper West Side,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,150.0,f,1.0
t,1.0,Boerum Hill,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,71.0,f,1.0
f,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,41.0,f,1.0
t,,Upper East Side,0,43.0,Manhattan,t,2,42,1125.0,1125,3,f,215,30.0,99.0,f,1.0
t,1.0,Corona,0,3.0,Queens,t,1,0,12.0,12,2,t,180,1.0,52.0,f,1.0
t,,East Village,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,60.0,f,1.0
t,1.0,East Village,0,2.0,Manhattan,t,2,0,1125.0,1125,1,f,0,30.0,150.0,f,1.0
t,1.0,Chelsea,0,1.0,Manhattan,f,1,0,50.0,50,1,f,0,30.0,52.0,f,1.0
t,2.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,210.0,f,1.0
t,,Greenwich Village,0,9.0,Manhattan,t,0,10,365.0,365,2,t,216,30.0,105.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
t,1.0,West Village,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,225.0,f,1.0
t,2.0,Williamsburg,0,4.0,Brooklyn,t,2,1,1125.0,1125,2,t,0,45.0,97.0,f,1.0
t,1.0,Midtown,0,1.0,Manhattan,t,1,0,31.0,31,2,f,0,30.0,120.0,f,1.0
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,332,3.0,204.0,f,1.0
t,2.0,Lower East Side,0,2.0,Manhattan,t,0,1,1125.0,1125,6,f,0,30.0,160.0,t,1.0
t,1.0,East Village,0,2.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.0
t,1.0,Gramercy,0,5.0,Manhattan,t,0,1,45.0,45,2,f,77,30.0,252.0,f,1.0
t,1.0,Gravesend,2,8.0,Brooklyn,t,5,1,365.0,365,2,f,178,1.0,149.0,f,1.0
t,1.0,Jackson Heights,0,1.0,Queens,t,1,0,1125.0,1125,1,f,0,30.0,46.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,110.0,f,1.0
t,1.0,Morningside Heights,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,70.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,0,30.0,59.0,f,2.0
t,1.0,Upper West Side,0,1.0,Manhattan,t,0,1,28.0,28,2,t,0,1.3,318.0,f,1.0
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,231,3.0,260.0,f,1.0
t,,Greenpoint,0,14.0,Brooklyn,t,0,14,25.0,25,2,t,237,3.0,283.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,42.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,28.0,28,2,t,290,2.0,130.0,t,1.0
t,1.0,Flushing,0,1.0,Queens,f,1,0,1125.0,1125,2,f,0,30.0,90.0,f,1.0
t,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,100.0,f,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,t,2,0,30.0,30,2,f,0,1.0,50.0,f,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,0,1125.0,30,2,f,0,1.0,99.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,55.0,f,1.0
f,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,50.0,f,1.0
f,,Nolita,0,2.0,Manhattan,t,0,1,1125.0,1125,4,t,231,2.0,220.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.0
t,1.0,Carroll Gardens,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,195,30.0,72.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,64.0,f,1.0
f,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,65.0,f,1.0
f,1.0,St. Albans,0,5.0,Queens,t,2,0,25.0,25,2,f,363,1.0,57.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,40.0,f,1.0
t,1.0,Chinatown,0,1.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,85.0,f,1.0
f,2.0,Morningside Heights,0,1.0,Manhattan,t,0,1,330.0,330,2,f,89,60.0,154.0,f,2.0
t,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,306,30.0,80.0,f,1.0
t,1.0,West Village,0,2.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,105.0,f,1.0
t,2.0,East Harlem,0,1.0,Manhattan,f,0,1,1125.0,1125,4,f,0,30.0,100.0,f,1.0
t,1.0,Roosevelt Island,0,2.0,Manhattan,t,2,0,1125.0,1125,2,f,0,30.0,70.0,f,0.0
t,1.0,Park Slope,0,1.0,Brooklyn,t,0,1,30.0,30,2,f,0,30.0,61.0,f,1.0
t,1.0,East Harlem,0,1.0,Manhattan,t,0,1,60.0,60,3,t,364,30.0,190.0,f,1.0
t,1.0,Flatbush,0,1.0,Brooklyn,t,1,0,30.0,30,2,f,178,30.0,175.0,f,1.0
f,1.0,Flushing,0,1.0,Queens,t,1,0,30.0,30,2,f,0,30.0,50.0,t,1.0
t,1.0,East Village,1,3.0,Manhattan,t,1,1,1125.0,1125,1,f,62,30.0,95.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,124.0,124,2,f,0,30.0,70.0,t,1.0
t,1.0,South Slope,0,2.0,Brooklyn,t,0,2,1125.0,1125,2,t,306,6.9,159.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,35.0,35,2,f,0,30.0,55.0,f,1.0
f,,East Village,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,110.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,31.0,f,1.0
t,,Midtown,0,1.0,Manhattan,t,0,1,1125.0,365,2,f,90,180.0,145.0,t,1.0
f,1.0,Gramercy,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,99.0,f,1.0
f,1.0,Lower East Side,0,1.0,Manhattan,f,1,0,1125.0,1125,1,f,0,30.0,40.0,f,1.0
t,2.0,Murray Hill,0,1.0,Manhattan,t,0,1,1125.0,1125,6,f,0,30.0,235.0,f,2.0
f,1.0,Astoria,0,1.0,Queens,t,0,1,30.0,30,2,f,46,15.0,89.0,f,1.0
f,1.0,Springfield Gardens,0,1.0,Queens,t,0,1,1125.0,7,2,t,58,1.0,90.0,f,1.0
t,2.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,175.0,f,1.0
t,,Murray Hill,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,135.0,f,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,t,0,2,1125.0,1125,2,f,216,30.0,175.0,f,1.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,295.0,f,1.0
t,2.0,Midtown,0,2.0,Manhattan,f,0,1,365.0,365,3,f,0,180.0,230.0,f,1.0
t,1.0,East New York,0,1.0,Brooklyn,t,0,1,1100.0,1100,3,f,0,30.0,70.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,54.0,f,2.0
t,,Little Italy,0,175.0,Manhattan,t,0,175,365.0,365,3,f,330,30.0,120.0,f,1.0
t,2.0,Upper West Side,0,15.0,Manhattan,t,0,13,365.0,365,5,f,60,30.0,250.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,200.0,f,1.0
t,1.0,South Slope,0,1.0,Brooklyn,t,1,0,1124.0,1124,3,f,0,30.0,75.0,f,1.0
f,1.0,Greenpoint,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,150.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,3,f,0,30.0,64.0,f,1.0
f,1.0,Flatbush,0,1.0,Brooklyn,f,1,0,30.0,30,2,f,0,30.0,60.0,f,1.0
t,2.0,Prospect Heights,0,1.0,Brooklyn,t,0,1,30.0,30,6,t,212,3.0,330.0,f,1.0
t,1.0,East Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,125.0,t,1.0
f,1.0,Forest Hills,0,1.0,Queens,t,0,1,29.0,29,3,f,244,3.0,54.0,f,1.0
t,3.0,Sunnyside,0,1.0,Queens,t,0,1,365.0,365,5,t,298,45.0,115.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
t,1.0,Harlem,0,2.0,Manhattan,t,1,0,1125.0,1125,3,t,279,1.0,66.0,t,1.0
f,,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,139.0,f,1.0
t,1.0,Gravesend,2,8.0,Brooklyn,t,5,1,365.0,365,2,f,180,1.0,149.0,f,1.0
t,1.0,Gravesend,2,8.0,Brooklyn,t,5,1,1125.0,1125,2,f,180,1.0,149.0,f,1.0
t,,Chelsea,0,19.0,Manhattan,t,0,20,365.0,365,2,f,238,160.0,87.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,60.0,60,1,f,0,30.0,71.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,180.0,180,2,f,0,30.0,60.0,f,1.0
t,1.0,Sunnyside,0,1.0,Queens,t,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,60.0,f,2.0
t,2.0,Long Island City,0,2.0,Queens,t,1,1,1125.0,1125,8,t,336,30.0,189.0,t,1.0
t,1.0,East Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,60.0,f,1.5
f,2.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,t,316,5.0,115.0,f,1.0
t,3.0,Clinton Hill,0,1.0,Brooklyn,t,0,1,1125.0,1125,8,f,0,30.0,261.0,f,2.0
t,1.0,Crown Heights,0,2.0,Brooklyn,t,1,1,1125.0,30,2,t,92,30.0,99.0,t,1.5
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,49.0,f,1.0
t,1.0,Flatbush,0,2.0,Brooklyn,t,2,0,90.0,90,2,t,139,2.0,78.0,f,1.0
t,1.0,South Slope,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,150.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,65.0,t,1.0
t,1.0,Flatbush,0,2.0,Brooklyn,t,2,0,90.0,90,2,t,164,2.0,78.0,f,1.0
t,1.0,Bushwick,0,0.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,60.0,t,1.0
t,,Sunnyside,0,1.0,Queens,t,1,0,40.0,40,2,t,365,30.0,75.0,t,1.0
t,1.0,Prospect Heights,0,1.0,Brooklyn,t,0,1,1125.0,210,3,t,37,30.0,180.0,f,1.0
t,1.0,Crown Heights,0,2.0,Brooklyn,t,1,0,1125.0,30,1,f,0,30.0,35.0,t,1.0
t,2.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,0,2,1125.0,1125,4,t,43,3.0,141.0,f,1.0
f,1.0,Astoria,0,1.0,Queens,f,1,0,1125.0,1125,2,f,0,30.0,66.0,f,1.0
f,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1124.0,1124,2,f,0,30.0,120.0,f,1.0
t,1.0,Upper East Side,1,1.0,Manhattan,t,0,0,1125.0,1125,2,f,365,1.0,200.0,f,1.0
f,3.0,Upper West Side,0,1.0,Manhattan,t,0,1,274.0,274,6,t,171,30.0,175.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,30.0,56.0,f,1.0
t,1.0,Williamsburg,0,3.0,Brooklyn,t,2,1,1125.0,1125,2,f,0,30.0,48.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,0,1,50.0,50,2,t,0,14.0,86.0,f,1.0
t,1.0,East Flatbush,0,3.0,Brooklyn,t,1,1,1125.0,1125,2,f,45,30.0,100.0,f,1.0
t,1.0,Brooklyn Heights,0,1.0,Brooklyn,t,0,1,1125.0,30,2,f,0,7.0,166.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,40.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,1.0,105.0,f,1.0
f,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,45.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,365,30.0,80.0,f,1.0
t,1.0,Theater District,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,400.0,f,1.5
t,2.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,0,30.0,110.0,f,1.0
t,2.0,Upper East Side,0,43.0,Manhattan,t,2,42,365.0,365,5,f,248,30.0,110.0,f,1.0
f,1.0,Crown Heights,0,3.0,Brooklyn,t,3,0,1125.0,1125,1,f,0,30.0,37.0,t,1.0
f,5.0,Sunnyside,0,0.0,Queens,f,0,1,1125.0,1125,8,f,0,30.0,800.0,f,2.0
t,2.0,Crown Heights,0,4.0,Brooklyn,t,0,4,1125.0,180,4,f,337,30.0,151.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,30.0,120.0,f,1.0
t,1.0,Ditmars Steinway,0,2.0,Queens,t,0,1,1125.0,1125,2,t,190,30.0,79.0,t,1.0
t,1.0,Chinatown,0,2.0,Manhattan,t,2,0,1125.0,60,1,f,0,30.0,80.0,f,1.0
f,1.0,Astoria,0,1.0,Queens,f,1,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
t,1.0,Chelsea,0,0.0,Manhattan,t,0,1,30.0,30,3,f,364,30.0,179.0,t,1.0
t,1.0,Clinton Hill,0,2.0,Brooklyn,f,2,0,1125.0,1125,1,f,0,30.0,150.0,f,1.0
t,3.0,Crown Heights,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,70.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,f,304,30.0,129.0,f,1.0
t,2.0,Murray Hill,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,0,30.0,83.0,f,1.0
t,5.0,Park Slope,0,1.0,Brooklyn,t,0,1,1125.0,1125,10,f,0,1.0,325.0,t,2.5
t,1.0,Washington Heights,0,3.0,Manhattan,t,2,0,1125.0,1125,1,t,36,7.0,45.0,f,1.0
t,1.0,Flushing,0,8.0,Queens,t,8,0,90.0,90,2,f,86,1.0,55.0,f,1.5
t,1.0,Flushing,0,8.0,Queens,t,8,0,90.0,90,2,f,86,1.0,55.0,f,1.0
f,1.0,Upper West Side,0,1.0,Manhattan,t,1,0,62.0,62,1,f,0,30.0,45.0,f,1.0
t,1.0,Nolita,0,1.0,Manhattan,f,0,1,1125.0,1125,2,f,0,30.0,200.0,f,1.0
f,1.0,Midtown,0,1.0,Manhattan,f,1,0,1125.0,1125,2,f,0,30.0,600.0,f,1.0
f,1.0,Greenpoint,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,30.0,80.0,f,1.0
f,1.0,Bushwick,0,1.0,Brooklyn,f,1,0,1125.0,1125,2,f,0,30.0,35.0,f,1.0
f,1.0,Flushing,0,1.0,Queens,f,1,0,1125.0,1125,1,f,0,30.0,30.0,f,1.0
f,1.0,Upper West Side,0,2.0,Manhattan,t,0,1,365.0,365,3,t,262,30.0,135.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,15.0,15,4,t,147,2.1,152.0,f,1.0
t,1.0,Boerum Hill,0,2.0,Brooklyn,t,1,1,1125.0,1125,2,f,0,30.0,62.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,1,0,1125.0,1125,2,f,365,365.0,1002.0,f,1.5
f,2.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,30.0,100.0,f,1.0
f,1.0,Washington Heights,0,2.0,Manhattan,t,2,0,365.0,365,1,f,126,30.0,24.0,f,2.0
t,1.0,Flatbush,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,80.0,f,1.0
f,1.0,Stuyvesant Town,0,1.0,Manhattan,t,1,0,1125.0,1125,2,f,0,30.0,75.0,f,1.0
f,,Crown Heights,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,60.0,f,1.0
