host_identity_verified,bedrooms,neighbourhood_cleansed,calculated_host_listings_count_shared_rooms,host_total_listings_count,neighbourhood_group_cleansed,has_availability,calculated_host_listings_count_private_rooms,calculated_host_listings_count_entire_homes,maximum_nights_avg_ntm,maximum_nights,accommodates,host_is_superhost,availability_365,minimum_nights_avg_ntm,price,instant_bookable,bathrooms
t,3.0,Harlem,0,2.0,Manhattan,t,0,2,1125.0,1125,7,f,157,3.0,429.0,f,3.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,30,2,f,0,7.0,105.0,t,1.0
t,1.0,Carroll Gardens,0,2.0,Brooklyn,t,0,2,1125.0,1125,4,t,314,2.3,300.0,f,1.0
t,3.0,Long Island City,0,9.0,Queens,t,0,6,1125.0,1125,8,t,152,30.0,350.0,t,2.0
t,1.0,East Harlem,0,1.0,Manhattan,t,0,1,28.0,28,2,f,343,7.0,160.0,f,1.0
t,1.0,Midtown,0,115.0,Manhattan,t,0,3,1125.0,365,4,f,3,4.0,499.0,f,1.0
t,1.0,Carroll Gardens,0,0.0,Brooklyn,t,0,1,1125.0,60,2,f,0,28.0,120.0,t,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,0,1,120.0,120,2,t,1,4.0,245.0,f,1.0
t,3.0,Jamaica,0,3.0,Queens,t,1,2,40.0,40,6,f,357,3.0,256.0,f,2.0
t,1.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,t,0,1,1125.0,30,3,f,30,4.0,275.0,t,1.0
t,1.0,Upper West Side,0,0.0,Manhattan,t,1,0,1125.0,1125,2,f,0,3.0,134.0,f,1.0
t,1.0,Lower East Side,0,0.0,Manhattan,t,0,1,1125.0,180,2,f,0,30.0,130.0,t,2.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,29.0,29,2,f,335,1.0,230.0,f,1.0
t,1.0,Williamsburg,0,0.0,Brooklyn,t,1,0,90.0,90,1,f,306,9.0,65.0,f,1.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,29.0,29,2,f,157,1.0,230.0,f,1.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,29.0,29,4,f,349,1.0,1150.0,f,1.5
t,2.0,Upper East Side,0,136.0,Manhattan,t,0,18,1125.0,1125,5,f,330,30.0,185.0,f,1.0
f,1.0,Williamsburg,0,0.0,Brooklyn,t,0,1,1125.0,90,1,f,63,60.0,75.0,t,1.0
f,2.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,365,4,f,0,1.0,100.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,156,90.0,36.0,f,2.0
t,1.0,Crown Heights,0,0.0,Brooklyn,t,0,1,1125.0,60,4,f,0,30.0,120.0,t,1.0
t,2.0,Elmhurst,0,4.0,Queens,t,0,3,1125.0,30,5,t,4,1.0,218.0,f,1.0
t,1.0,Williamsburg,0,2.0,Brooklyn,t,2,0,1125.0,1125,2,t,0,1.0,39.0,f,1.0
t,1.0,East Village,0,0.0,Manhattan,t,0,1,1125.0,38,2,f,0,30.0,200.0,t,1.0
t,2.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,0,1,300.0,300,2,f,119,30.0,95.0,f,1.0
t,3.0,Flushing,0,0.0,Queens,t,0,1,1125.0,29,5,f,339,3.5,97.0,t,3.0
t,1.0,Williamsburg,0,2.0,Brooklyn,t,1,1,1125.0,1125,2,t,3,1.0,350.0,f,1.0
f,2.0,Woodside,0,0.0,Queens,t,0,1,1125.0,1125,4,t,111,2.5,195.0,f,1.0
t,1.0,Midtown,0,3.0,Manhattan,t,0,1,14.0,14,2,f,0,3.0,115.0,f,1.0
t,1.0,Hell's Kitchen,0,6.0,Manhattan,t,4,0,1125.0,1125,2,f,315,60.0,49.0,t,1.0
t,,Midtown,0,25.0,Manhattan,t,25,0,1125.0,1125,2,f,5,1.0,191.0,t,1.0
f,2.0,Sunset Park,0,1.0,Brooklyn,t,0,1,1125.0,180,4,f,118,30.0,110.0,f,1.0
t,,Kips Bay,0,101.0,Manhattan,t,0,101,1125.0,1125,2,f,292,30.0,133.0,f,1.0
t,,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,1125.0,250,2,f,333,30.0,63.0,t,1.0
f,2.0,Corona,0,3.0,Queens,t,2,1,7.0,7,6,f,166,2.0,280.0,f,2.0
t,1.0,Williamsburg,0,12.0,Brooklyn,t,12,0,1125.0,28,4,f,365,1.0,169.0,f,1.0
f,1.0,Williamsburg,0,4.0,Brooklyn,t,0,4,1125.0,1125,2,t,138,2.0,125.0,t,1.0
t,,Upper West Side,0,2.0,Manhattan,t,0,2,1125.0,365,1,f,0,1.0,69.0,t,1.0
t,4.0,Boerum Hill,0,0.0,Brooklyn,t,0,3,1125.0,210,10,t,131,4.0,278.0,f,2.0
t,1.0,Upper West Side,0,2.0,Manhattan,t,0,2,1125.0,1125,1,f,0,6.0,72.0,t,1.0
t,,West Village,0,0.0,Manhattan,t,0,1,1125.0,1125,1,f,0,60.0,95.0,f,1.0
t,1.0,Inwood,0,161.0,Manhattan,t,126,7,1125.0,1125,2,f,62,30.0,37.0,f,2.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,1,0,1125.0,365,1,f,0,200.0,45.0,t,1.0
t,1.0,Crown Heights,0,4.0,Brooklyn,t,11,0,360.0,360,2,f,314,30.0,40.0,f,1.0
t,1.0,Ditmars Steinway,0,3.0,Queens,t,3,0,1125.0,1125,1,f,345,2.0,85.0,t,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,365.0,365,1,f,0,1.0,75.0,f,1.0
t,1.0,Richmond Hill,0,1.0,Queens,t,0,1,1125.0,1125,12,f,89,1.0,500.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,10,0,1125.0,367,2,f,365,30.0,53.0,t,2.0
t,1.0,Bushwick,0,3.0,Brooklyn,t,1,0,1125.0,365,2,f,363,3.0,79.0,f,2.0
t,2.0,Upper East Side,0,0.0,Manhattan,t,0,1,1125.0,1125,4,f,226,30.0,84.0,f,1.0
f,3.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,0,1,1125.0,32,7,f,78,5.0,275.0,t,1.5
t,1.0,Murray Hill,0,183.0,Manhattan,t,0,90,1125.0,270,3,f,339,30.0,257.0,t,1.0
t,2.0,Hell's Kitchen,0,175.0,Manhattan,t,0,175,365.0,365,3,f,307,30.0,150.0,f,2.0
t,2.0,Ozone Park,0,0.0,Queens,t,1,0,1125.0,31,4,f,365,7.0,180.0,t,1.0
t,1.0,Financial District,0,2232.0,Manhattan,t,0,30,365.0,365,3,f,365,31.0,418.0,t,1.0
t,,Harlem,0,16.0,Manhattan,t,0,4,1125.0,1125,3,f,335,1.0,158.0,t,1.0
t,1.0,Theater District,0,1.0,Manhattan,t,1,0,6.0,6,1,f,0,5.0,120.0,t,1.0
t,1.0,Murray Hill,0,2232.0,Manhattan,t,0,30,365.0,365,3,f,365,31.0,347.0,t,1.0
t,1.0,Upper East Side,0,219.0,Manhattan,t,329,62,180.0,180,1,f,319,30.0,120.0,f,1.0
t,1.0,Upper East Side,0,183.0,Manhattan,t,0,90,1125.0,270,3,f,260,30.0,179.0,t,1.0
f,1.0,Bensonhurst,0,2.0,Brooklyn,t,0,2,29.0,29,5,f,166,3.0,136.0,f,1.0
t,1.0,Murray Hill,0,1.0,Manhattan,t,0,1,1125.0,1125,3,f,275,66.2,150.0,f,1.0
t,,Midtown,0,25.0,Manhattan,t,25,0,1125.0,1125,4,f,3,1.0,220.0,t,1.0
t,1.0,Woodside,0,161.0,Queens,t,126,7,1125.0,1125,1,f,53,30.0,34.0,f,1.0
t,,Lower East Side,0,20.0,Manhattan,t,5,42,29.0,29,2,f,79,14.9,130.0,f,1.0
t,1.0,Lower East Side,0,0.0,Manhattan,t,0,2,1125.0,1125,4,f,319,2.1,166.0,t,1.0
t,1.0,Morningside Heights,0,3.0,Manhattan,t,3,0,180.0,180,2,t,130,1.0,114.0,f,2.0
t,2.0,Jackson Heights,0,111.0,Queens,t,95,4,1125.0,1125,4,f,0,1.0,100.0,f,1.0
t,1.0,Prospect-Lefferts Gardens,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,276,90.0,37.0,f,2.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,28.0,28,4,f,176,2.0,220.0,f,1.0
t,2.0,Harlem,0,1.0,Manhattan,t,0,1,1125.0,200,6,f,320,5.0,180.0,t,1.0
t,1.0,Prospect-Lefferts Gardens,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,216,90.0,39.0,f,2.0
t,2.0,Upper West Side,0,2.0,Manhattan,t,0,2,1125.0,20,6,f,313,1.0,236.0,t,1.0
t,,Midtown,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,0,30.0,100.0,f,1.0
f,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,1125,1,t,15,1.0,68.0,f,1.0
t,1.0,Upper West Side,0,3.0,Manhattan,t,3,0,180.0,180,1,t,154,1.0,81.0,f,2.0
t,1.0,Woodside,0,161.0,Queens,t,126,7,1125.0,1125,2,f,62,30.0,37.0,f,1.0
t,2.0,Woodside,0,111.0,Queens,t,95,4,1125.0,1125,4,f,48,1.0,150.0,f,1.0
t,3.0,Jackson Heights,0,1.0,Queens,t,0,2,1125.0,30,5,t,129,3.0,160.0,t,1.0
t,1.0,Greenwich Village,0,0.0,Manhattan,t,0,1,61.0,61,2,f,0,31.0,325.0,f,2.0
t,1.0,Fort Greene,0,1.0,Brooklyn,t,0,1,30.0,30,2,f,0,3.0,250.0,t,1.0
t,2.0,Harlem,0,1.0,Manhattan,t,0,2,1125.0,200,6,f,318,5.0,180.0,t,1.0
t,2.0,Prospect-Lefferts Gardens,0,0.0,Brooklyn,t,0,2,1125.0,1125,4,f,0,30.0,65.0,f,1.0
t,1.0,South Slope,0,4.0,Brooklyn,t,7,1,1125.0,1125,1,f,177,30.0,65.0,f,2.0
t,1.0,East Village,0,0.0,Manhattan,t,0,1,1125.0,1125,2,f,161,3.0,345.0,f,1.0
t,1.0,Upper East Side,0,0.0,Manhattan,t,1,0,1125.0,1125,2,f,0,2.0,55.0,f,1.0
t,,Gramercy,0,0.0,Manhattan,t,0,2,1125.0,31,1,f,0,7.0,89.0,t,1.0
t,1.0,Woodside,0,149.0,Queens,t,146,2,1125.0,1125,1,f,59,30.0,35.0,f,1.0
t,1.0,Hell's Kitchen,0,0.0,Manhattan,t,1,0,1125.0,50,1,f,0,30.0,80.0,t,1.0
t,1.0,Woodside,0,161.0,Queens,t,126,7,1125.0,1125,1,f,0,30.0,32.0,f,1.0
t,1.0,Hell's Kitchen,0,2.0,Manhattan,t,2,0,1125.0,10,1,t,8,4.0,117.0,f,1.0
t,1.0,Financial District,0,1.0,Manhattan,t,0,1,21.0,21,5,t,293,1.0,264.0,t,1.0
t,,Theater District,0,2.0,Manhattan,t,0,0,,365,0,t,0,,0.0,f,
t,3.0,Upper East Side,0,0.0,Manhattan,t,0,54,1125.0,1125,6,f,307,30.0,295.0,t,2.0
t,2.0,Upper East Side,0,0.0,Manhattan,t,0,54,1125.0,1125,6,f,292,30.0,285.0,t,2.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,1125.0,29,1,f,343,1.0,230.0,t,1.0
t,1.0,Prospect-Lefferts Gardens,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,307,90.0,38.0,f,2.0
t,1.0,Harlem,0,8.0,Manhattan,t,6,1,1125.0,30,2,t,328,5.0,87.0,f,1.0
t,1.0,Flatbush,0,0.0,Brooklyn,t,1,0,1125.0,4,2,f,0,1.0,189.0,f,1.0
t,1.0,Boerum Hill,0,0.0,Brooklyn,t,0,1,1125.0,1125,2,f,39,5.0,200.0,f,1.0
t,2.0,Flatbush,0,1.0,Brooklyn,t,0,1,1125.0,1125,4,t,317,30.0,130.0,t,1.0
,1.0,Midtown,0,,Manhattan,t,0,15,182.0,182,4,,304,5.0,643.0,t,1.0
t,1.0,Financial District,0,1.0,Manhattan,t,1,0,365.0,365,2,f,300,1.0,94.0,t,1.0
t,1.0,Park Slope,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,275,90.0,35.0,f,2.0
t,1.0,Bushwick,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,247,90.0,23.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,1,0,1125.0,28,1,f,38,1.0,65.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,2,0,1125.0,1125,2,t,0,5.0,40.0,f,1.0
t,3.0,East Elmhurst,0,3.0,Queens,t,0,1,28.0,28,10,t,151,3.0,299.0,f,1.5
t,1.0,West Village,0,5.0,Manhattan,t,0,6,1125.0,1125,2,t,197,30.0,135.0,t,1.0
t,1.0,Midtown,0,69.0,Manhattan,t,10,0,1125.0,1125,2,f,364,30.0,800.0,f,1.0
t,2.0,Midtown,0,69.0,Manhattan,t,10,0,1125.0,1125,5,f,364,30.0,1400.0,f,2.0
t,1.0,Midtown,0,69.0,Manhattan,t,10,0,1125.0,1125,3,f,364,30.0,1000.0,f,1.0
t,1.0,Greenpoint,0,0.0,Brooklyn,t,0,1,1125.0,120,4,f,0,30.0,91.0,t,1.0
t,1.0,Bushwick,0,0.0,Brooklyn,t,1,0,1125.0,90,2,f,0,3.0,45.0,t,1.0
t,,Park Slope,0,0.0,Brooklyn,t,0,1,90.0,90,2,f,302,30.0,100.0,f,1.0
t,2.0,Prospect-Lefferts Gardens,0,3.0,Brooklyn,t,0,3,365.0,365,4,f,307,30.0,157.0,f,1.0
t,1.0,East Harlem,0,0.0,Manhattan,t,1,0,6.0,6,2,f,86,1.0,65.0,f,1.0
f,2.0,Williamsburg,0,0.0,Brooklyn,t,0,1,1125.0,1125,4,f,0,12.0,99.0,t,1.0
t,1.0,Financial District,0,0.0,Manhattan,t,1,0,1125.0,1125,2,f,82,5.0,136.0,t,1.0
t,3.0,Hell's Kitchen,0,5.0,Manhattan,t,2,2,1125.0,1125,2,f,135,1.0,100.0,f,2.0
t,1.0,Flatbush,0,1.0,Brooklyn,t,1,0,1125.0,30,3,f,0,6.0,42.0,t,1.0
t,,Williamsburg,0,0.0,Brooklyn,t,0,0,,365,0,f,0,,0.0,f,
t,2.0,Bushwick,0,0.0,Brooklyn,t,0,1,1125.0,29,5,t,21,3.0,130.0,f,1.0
t,,Ridgewood,0,1.0,Queens,t,1,0,1125.0,7,1,f,13,2.0,55.0,f,0.0
t,2.0,Prospect-Lefferts Gardens,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,t,245,2.0,89.0,f,1.0
t,1.0,Williamsburg,0,0.0,Brooklyn,t,0,1,1125.0,60,2,f,0,5.0,125.0,t,1.0
f,1.0,Boerum Hill,0,0.0,Brooklyn,t,0,1,1125.0,259,2,f,0,259.0,70.0,t,1.0
t,1.0,Hell's Kitchen,0,1.0,Manhattan,t,0,1,60.0,60,2,f,0,5.0,190.0,f,1.0
t,,Clinton Hill,0,0.0,Brooklyn,t,0,1,1125.0,1125,2,f,1,2.0,175.0,f,1.0
t,1.0,Financial District,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,63,5.0,192.0,t,1.0
t,1.0,Murray Hill,0,13.0,Manhattan,t,0,13,1125.0,1125,2,f,353,30.0,180.0,t,1.0
t,1.0,Bushwick,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,306,90.0,32.0,f,1.0
t,1.0,Harlem,0,219.0,Manhattan,t,329,62,180.0,180,1,f,342,30.0,43.0,f,1.0
t,1.0,Crown Heights,0,219.0,Brooklyn,t,329,62,180.0,180,1,f,338,30.0,61.0,f,1.0
f,1.0,Harlem,0,0.0,Manhattan,t,3,0,1125.0,1125,2,t,65,30.0,104.0,f,1.0
t,2.0,Hell's Kitchen,0,2.0,Manhattan,t,3,0,28.0,28,6,f,308,1.0,699.0,f,2.0
t,1.0,Midtown,0,74.0,Manhattan,t,0,56,1125.0,1125,3,f,358,30.0,280.0,f,1.5
t,1.0,Upper East Side,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,117,5.0,297.0,f,1.0
t,1.0,Bushwick,0,1.0,Brooklyn,t,1,0,1125.0,1125,1,f,172,3.0,90.0,t,1.0
t,1.0,Gramercy,0,3.0,Manhattan,t,0,2,1125.0,365,4,t,215,30.0,195.0,t,1.0
t,2.0,Upper East Side,0,7.0,Manhattan,t,0,7,180.0,180,2,t,225,30.0,272.0,f,2.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,1125.0,29,2,f,320,1.0,230.0,t,1.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,1125.0,29,2,f,335,1.0,230.0,t,1.0
t,1.0,Long Island City,0,5.0,Queens,t,0,2,1125.0,1125,3,t,167,3.0,165.0,t,1.5
t,1.0,SoHo,0,1.0,Manhattan,t,0,1,1125.0,1125,4,f,12,2.0,1150.0,f,2.0
t,1.0,Prospect Heights,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,247,90.0,35.0,f,1.0
f,3.0,Ditmars Steinway,0,1.0,Queens,t,0,2,1125.0,1125,7,t,348,28.0,225.0,f,1.5
t,1.0,Inwood,0,149.0,Manhattan,t,146,2,1125.0,1125,2,f,31,30.0,39.0,f,2.5
f,1.0,Astoria,0,1.0,Queens,t,1,0,1125.0,365,3,f,365,365.0,60.0,t,1.0
t,2.0,Midtown,0,1987.0,Manhattan,t,0,304,1125.0,1125,4,f,152,710.1,378.0,t,2.0
t,1.0,Midtown,0,1987.0,Manhattan,t,0,304,1125.0,1125,2,f,263,710.8,257.0,t,1.0
t,1.0,Midtown,0,1987.0,Manhattan,t,0,304,1125.0,1125,2,f,155,705.4,301.0,t,1.0
t,1.0,Midtown,0,1987.0,Manhattan,t,0,304,1125.0,1125,2,f,320,701.0,251.0,t,1.0
f,,Financial District,0,1.0,Manhattan,t,0,1,1125.0,365,4,t,247,30.0,200.0,t,1.0
t,1.0,Williamsburg,0,12.0,Brooklyn,t,12,0,1125.0,13,4,f,365,1.0,199.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,10,0,1125.0,365,2,f,307,30.0,49.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,10,0,1125.0,365,2,f,317,30.0,50.0,f,2.0
t,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,10,0,1125.0,365,2,f,337,30.0,50.0,f,2.0
t,1.0,Brownsville,0,2.0,Brooklyn,t,2,0,1125.0,1125,1,t,364,5.0,85.0,t,1.0
t,2.0,Flatbush,0,1.0,Brooklyn,t,0,1,1125.0,28,6,t,20,7.0,125.0,t,1.0
f,1.0,Bedford-Stuyvesant,0,2.0,Brooklyn,t,1,0,1125.0,30,1,t,0,15.0,50.0,t,1.0
t,2.0,Murray Hill,0,0.0,Manhattan,t,0,1,60.0,60,4,f,131,30.0,170.0,f,1.0
f,1.0,Bedford-Stuyvesant,1,0.0,Brooklyn,t,1,0,1125.0,1125,1,f,338,30.0,50.0,t,1.5
f,1.0,Hell's Kitchen,0,0.0,Manhattan,t,1,0,1125.0,1125,1,f,0,30.0,70.0,t,1.0
t,2.0,Greenpoint,0,1.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,14.0,120.0,f,1.0
t,1.0,Cypress Hills,0,3.0,Brooklyn,t,0,2,1125.0,365,4,f,318,3.0,136.0,t,1.0
t,2.0,Bedford-Stuyvesant,0,6.0,Brooklyn,t,9,0,1125.0,30,15,f,355,1.0,300.0,t,2.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,1125.0,29,1,f,340,1.0,230.0,t,1.0
t,2.0,Fort Greene,0,3.0,Brooklyn,t,1,1,1125.0,365,5,f,42,2.0,167.0,f,1.0
t,1.0,Financial District,0,0.0,Manhattan,t,9,0,1125.0,29,1,f,344,1.0,230.0,t,1.0
t,1.0,Upper West Side,0,0.0,Manhattan,t,3,0,1125.0,1125,2,f,83,10.0,83.0,f,1.0
t,1.0,Gravesend,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,278,30.0,69.0,f,1.0
t,1.0,Chelsea,0,0.0,Manhattan,t,0,1,1125.0,1125,1,f,187,196.7,145.0,f,1.0
t,1.0,Astoria,0,4.0,Queens,t,3,0,1125.0,1125,1,f,276,30.0,44.0,t,1.0
t,1.0,Sunnyside,0,17.0,Queens,t,17,0,1125.0,1125,1,f,18,30.0,33.0,f,1.0
t,3.0,Chelsea,0,0.0,Manhattan,t,0,1,1125.0,1125,11,f,365,30.0,590.0,t,2.0
t,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,1,0,7.0,7,2,t,88,1.0,100.0,f,1.0
t,1.0,Harlem,0,1.0,Manhattan,t,1,0,1125.0,5,1,f,83,1.0,149.0,t,1.0
t,3.0,Hell's Kitchen,0,0.0,Manhattan,t,0,2,1125.0,1125,7,f,315,30.0,199.0,f,1.0
t,3.0,Hell's Kitchen,0,0.0,Manhattan,t,0,2,1125.0,1125,5,f,283,27.0,277.0,f,1.0
t,1.0,Park Slope,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,220,90.0,38.0,f,2.0
t,1.0,Midwood,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,247,90.0,28.0,f,1.0
t,1.0,Midtown,0,3.0,Manhattan,t,2,0,1125.0,1125,1,f,0,1.0,160.0,t,1.0
t,1.0,Chelsea,0,1.0,Manhattan,t,0,1,1125.0,1125,2,f,321,31.0,300.0,f,1.0
t,1.0,Astoria,0,0.0,Queens,t,3,1,1125.0,1,5,f,83,1.0,58.0,t,1.0
t,3.0,Astoria,0,0.0,Queens,t,3,1,1.0,1,9,f,80,1.0,90.0,f,1.0
t,1.0,Astoria,0,0.0,Queens,t,3,1,1125.0,1,2,f,97,1.0,44.0,t,1.0
t,1.0,Jackson Heights,0,149.0,Queens,t,146,2,1125.0,1125,1,f,59,30.0,32.0,f,1.0
t,1.0,Harlem,0,0.0,Manhattan,t,7,0,1125.0,365,2,f,81,30.0,56.0,f,1.0
t,1.0,Harlem,0,0.0,Manhattan,t,7,0,1125.0,365,2,f,109,30.0,56.0,f,1.0
t,1.0,Inwood,0,149.0,Manhattan,t,146,2,1125.0,1125,2,f,0,30.0,36.0,f,2.5
t,1.0,Williamsburg,0,0.0,Brooklyn,t,0,1,1125.0,1125,3,f,0,2.0,155.0,t,1.0
t,1.0,Flatbush,0,88.0,Brooklyn,t,162,0,365.0,365,1,t,186,90.0,31.0,f,2.0
t,1.0,Williamsburg,0,0.0,Brooklyn,t,1,0,1125.0,1125,2,f,0,7.0,50.0,t,1.0
f,1.0,Bedford-Stuyvesant,0,0.0,Brooklyn,t,1,0,1125.0,60,1,f,63,3.0,60.0,f,1.0
f,2.0,East Flatbush,0,2.0,Brooklyn,t,0,2,365.0,365,4,t,326,10.0,122.0,f,1.0
t,1.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,1,21.0,21,3,f,51,5.0,92.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,1.0,Brooklyn,t,0,2,1125.0,90,5,f,330,3.0,185.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,2,0,1125.0,1125,2,f,319,1.0,55.0,t,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,2,0,1125.0,1125,2,f,356,1.0,55.0,t,1.0
t,2.0,Greenwich Village,0,0.0,Manhattan,t,0,3,1125.0,1125,4,f,235,31.0,625.0,f,1.5
t,1.0,Sunset Park,0,4.0,Brooklyn,t,2,0,1125.0,1125,2,f,59,3.0,59.0,f,1.0
t,1.0,Astoria,0,161.0,Queens,t,126,7,1125.0,1125,2,f,32,30.0,48.0,f,1.0
t,1.0,Glendale,0,2.0,Queens,t,1,1,1125.0,30,2,f,32,1.0,29.0,f,1.0
t,1.0,Williamsburg,0,1.0,Brooklyn,t,0,1,1125.0,1125,2,f,0,30.0,105.0,f,1.0
t,2.0,West Village,0,0.0,Manhattan,t,1,1,1125.0,1125,4,t,45,2.2,354.0,f,1.0
t,2.0,Harlem,0,1.0,Manhattan,t,0,2,200.0,200,6,f,310,5.3,200.0,t,1.0
t,1.0,Harlem,0,8.0,Manhattan,t,6,1,30.0,30,2,t,305,3.0,92.0,f,1.0
t,3.0,Bedford-Stuyvesant,0,3.0,Brooklyn,t,4,1,1125.0,28,8,f,276,1.6,313.0,f,2.0
t,1.0,Springfield Gardens,0,0.0,Queens,t,3,0,28.0,28,2,f,179,1.0,87.0,f,1.0
t,1.0,East Elmhurst,0,12.0,Queens,t,7,3,1125.0,1125,1,t,116,5.0,99.0,t,1.0
t,1.0,East Village,0,1.0,Manhattan,t,1,1,1125.0,1125,2,f,300,4.0,145.0,f,1.0
t,1.0,Upper West Side,0,1987.0,Manhattan,t,0,304,1125.0,1125,2,f,288,708.3,353.0,t,1.0
t,2.0,Upper West Side,0,1987.0,Manhattan,t,0,304,1125.0,1125,4,f,156,703.7,595.0,t,2.0
t,2.0,Upper West Side,0,1987.0,Manhattan,t,0,304,1125.0,1125,4,f,343,702.4,643.0,t,2.0
t,1.0,East Flatbush,0,0.0,Brooklyn,t,0,1,1125.0,10,4,f,0,3.0,120.0,f,1.0
t,1.0,Woodside,0,111.0,Queens,t,95,4,1125.0,1125,1,f,30,30.0,33.0,f,1.0
t,1.0,Hell's Kitchen,0,219.0,Manhattan,t,329,62,180.0,180,1,f,292,30.0,68.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,145.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,352,30.0,135.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,335,30.0,145.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,145.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,145.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,135.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,135.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,135.0,f,1.0
t,2.0,Bedford-Stuyvesant,0,10.0,Brooklyn,t,0,1,15.0,15,5,f,12,3.2,286.0,f,2.5
f,1.0,Kips Bay,0,0.0,Manhattan,t,1,0,1125.0,1125,2,f,0,20.0,69.0,t,1.0
t,3.0,Gowanus,0,0.0,Brooklyn,t,0,1,1125.0,1125,6,t,32,3.0,379.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,292,30.0,135.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,365.0,365,1,f,327,30.0,125.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,342,30.0,125.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,135.0,f,1.0
t,,Murray Hill,0,50.0,Manhattan,t,0,73,90.0,90,1,f,365,30.0,135.0,f,1.0
t,1.0,Woodhaven,0,0.0,Queens,t,1,0,1125.0,365,1,f,307,30.0,35.0,f,1.0
t,1.0,Crown Heights,0,1.0,Brooklyn,t,2,0,1125.0,1125,1,t,0,7.0,37.0,f,1.0
t,1.0,West Village,0,2.0,Manhattan,t,0,1,120.0,120,2,f,63,30.0,207.0,f,1.0
t,1.0,Elmhurst,0,111.0,Queens,t,95,4,1125.0,1125,2,f,38,30.0,31.0,f,1.0
